"Statistic","Quarter","NI Major Port","Direction of flow","Other General Cargo","Dry Bulk","Liquid Bulk","Lo-Lo","Ro-Ro Freight","Ro-Ro Non-Freight","All"
"Total Units","2021Q4","Warrenpoint","Inwards",0,0,0,0,14.20603018,3.28,17.48603018
"Total Units","2021Q4","Warrenpoint","Outwards",0,0,0,0,14.9202388,0,14.9202388
"Total Units","2022Q1","Belfast","Inwards",0,0,0,16.44593034,78.856,44.312,139.6139303
"Total Units","2022Q1","Belfast","Outwards",0,0,0,16.77864523,79.91267807,39.28735628,135.9786796
"Total Units","2022Q1","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q1","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q1","Larne","Inwards",0,0,0,0,20.397,7.902,28.299
"Total Units","2022Q1","Larne","Outwards",0,0,0,0,19.244,7.871,27.115
"Total Units","2022Q1","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q1","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q1","Warrenpoint","Inwards",0,0,0,3.229,12.90518923,2.938,19.07218923
"Total Units","2022Q1","Warrenpoint","Outwards",0,0,0,3.085,15.38577269,0,18.47077269
"Total Units","2022Q2","Belfast","Inwards",0,0,0,16.1662911,82.307,77.117,175.5902911
"Total Units","2022Q2","Belfast","Outwards",0,0,0,15.72789832,82.4816151,65.90483751,164.1143509
"Total Units","2022Q2","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q2","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q2","Larne","Inwards",0,0,0,0,18.296,10.251,28.547
"Total Units","2022Q2","Larne","Outwards",0,0,0,0,17.243,9.24,26.483
"Total Units","2022Q2","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q2","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q2","Warrenpoint","Inwards",0,0,0,0,14.28835323,0,14.28835323
"Total Units","2022Q2","Warrenpoint","Outwards",0,0,0,0,16.38487731,0.081,16.46587731
"Total Units","2022Q3","Belfast","Inwards",0,0,0,15.400666,76.016,90.688,182.104666
"Total Units","2022Q3","Belfast","Outwards",0,0,0,15.33611588,77.37586695,80.75301241,173.4649952
"Total Units","2022Q3","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q3","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q3","Larne","Inwards",0,0,0,0,22.243,23.06,45.303
"Total Units","2022Q3","Larne","Outwards",0,0,0,0,20.005,21.528,41.533
"Total Units","2022Q3","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q3","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q3","Warrenpoint","Inwards",0,0,0,0,11.04815709,0,11.04815709
"Total Units","2022Q3","Warrenpoint","Outwards",0,0,0,0,13.04024314,0,13.04024314
"Total Units","2022Q4","Belfast","Inwards",0,0,0,14.91611256,77.931,58.386,151.2331126
"Total Units","2022Q4","Belfast","Outwards",0,0,0,15.21434056,77.69883988,46.2057938,139.1189742
"Total Units","2022Q4","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q4","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q4","Larne","Inwards",0,0,0,0,21.682,12.824,34.506
"Total Units","2022Q4","Larne","Outwards",0,0,0,0,19.356,10.903,30.259
"Total Units","2022Q4","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2022Q4","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2022Q4","Warrenpoint","Inwards",0,0,0,0,13.04930045,0,13.04930045
"Total Units","2022Q4","Warrenpoint","Outwards",0,0,0,0,14.12310685,0,14.12310685
"Total Units","2023Q1","Belfast","Inwards",0,0,0,14.23707308,76.19602224,45.08990468,135.523
"Total Units","2023Q1","Belfast","Outwards",0,0,0,14.06022706,77.43018004,37.99159291,129.482
"Total Units","2023Q1","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2023Q1","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2023Q1","Larne","Inwards",0,0,0,0,21.5,9.087,30.587
"Total Units","2023Q1","Larne","Outwards",0,0,0,0,19.433,8.845,28.278
"Total Units","2023Q1","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2023Q1","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2023Q1","Warrenpoint","Inwards",0,0,0,0,11.166,3.013,14.179
"Total Units","2023Q1","Warrenpoint","Outwards",0,0,0,0,13.76412413,0.234875871,13.999
"Total Units","2023Q2","Belfast","Inwards",0,0,0,14.89129484,83.57004262,70.47866255,168.94
"Total Units","2023Q2","Belfast","Outwards",0,0,0,14.10486181,83.30193662,56.84520157,154.252
"Total Units","2023Q2","Kilroot Power Station Jetty","Inwards",0,0,0,0,0,0,0
"Total Units","2023Q2","Kilroot Power Station Jetty","Outwards",0,0,0,0,0,0,0
"Total Units","2023Q2","Larne","Inwards",0,0,0,0,19.171,16.299,35.47
"Total Units","2023Q2","Larne","Outwards",0,0,0,0,17.621,15.241,32.862
"Total Units","2023Q2","Londonderry","Inwards",0,0,0,0,0,0,0
"Total Units","2023Q2","Londonderry","Outwards",0,0,0,0,0,0,0
"Total Units","2023Q2","Warrenpoint","Inwards",0,0,0,0,12.771,3.229,16
"Total Units","2023Q2","Warrenpoint","Outwards",0,0,0,0,14.76832045,0.267679554,15.036
