"Statistic","Year","Local Government District","Industry electricity","Industry gas","Large industrial installations","Industry 'other'","Industry total","Commercial electricity","Commercial gas","Commercial 'other'","Commercial total","Public sector electricity","Public sector gas","Public sector 'other'","Public sector total","Domestic electricity","Domestic gas","Domestic 'other'","Domestic total","Road transport (A roads)","Road transport (motorways)","Road transport (minor roads)","Diesel railways","Transport 'other'","Transport total","Net emissions: forest land","Net emissions: cropland","Net emissions: grassland","Net emissions: wetlands","Net emissions: settlements","Net emissions: harvested wood products","Net emissions: indirect N2O","LULUCF net emissions","Agriculture electricity","Agriculture gas","Agriculture 'other'","Agriculture livestock","Agriculture soils","Agriculture total","Landfill","Waste management 'other'","Waste management total","Grand total"
"Carbon dioxide",2020,"Ards and North Down",18,11.9,0.2,11.7,41.8,13.6,20.5,3.2,37.3,3.5,7.3,2.4,13.2,52.6,87.6,178.9,319.2,104.2,0,69.1,2,1.8,177.1,-8.3,158,-19.9,13.4,42.6,0,-2.2,183.5,1.6,0.2,20.6,0,7,29.4,0,0.3,0.3,801.8
"Carbon dioxide",2020,"Northern Ireland",502.6,221.5,470,422,1616.2,215.7,217.8,52.7,486.1,72.8,190.4,47.7,310.9,570.7,571.1,2376.4,3518.1,1500.3,247.5,1567.3,21.8,52.2,3389.2,-556.5,781,-1116.6,1847.8,599.6,-0.1,18.4,1573.7,21.2,7.3,239.2,0,81.5,349.1,0,3.3,3.3,11246.7
"Carbon dioxide",2021,"Antrim and Newtownabbey",61.6,6,0.7,35.1,103.3,9.4,15.1,3.7,28.2,2.7,23.1,2.7,28.5,45.4,58.8,175.3,279.5,116.4,103.9,99.5,2.7,7.1,329.6,-11.6,20.2,-66.7,20.5,51.5,0,1.3,15.1,0.6,0.9,11.4,0,3.9,16.9,0,0.3,0.3,801.4
"Carbon dioxide",2021,"Armagh City, Banbridge and Craigavon",89,59.5,9.9,47.6,206,23.6,17.6,5.9,47.1,6.7,19.7,4.4,30.8,68.3,30.2,340.9,439.4,220.5,43.4,221.1,3.1,5.4,493.6,-24,84.8,-169.7,127.7,69.7,-0.1,5,93.4,3.6,0.7,31.3,0,12.1,47.8,0,0.3,0.3,1358.5
"Carbon dioxide",2021,"Belfast",78.4,35.5,2.4,39.2,155.6,84.2,84.5,9.8,178.6,35.2,77.3,17.8,130.3,100,261,171.6,532.5,161.9,42.5,84.9,4.1,12.9,306.3,-1.5,1.4,-6.6,0.3,82.2,0,0.2,75.9,0.1,0.2,0.8,0,0.3,1.4,0,0.7,0.7,1381.3
"Carbon dioxide",2021,"Causeway Coast and Glens",33.1,4.4,0.9,25,63.4,15.8,28.4,4.7,49,4.3,8.6,3.4,16.3,48.6,16,216.1,280.6,146.1,0,209,4.3,4.6,364,-110.9,125.3,-135.2,321.6,50.1,-0.1,4,254.7,2.7,0.6,29.2,0,13.6,46,0,0.3,0.3,1074.4
"Carbon dioxide",2021,"Derry City and Strabane",64.9,33.8,102.6,35,236.2,21.5,16,3.8,41.3,7.9,22.3,4,34.3,44.9,33.8,221.5,300.2,104.8,0,141,0.8,3.6,250.2,-56.6,40.6,-81.5,292.8,55.7,0,2.6,253.6,1.7,0.1,17.7,0,3.1,22.6,0,0.3,0.3,1138.7
"Carbon dioxide",2021,"Fermanagh and Omagh",50.4,0.8,15.9,46,113.1,17.3,0,3.3,20.7,5.6,0,4,9.7,36.3,1.3,164.4,202,128.6,0,248.9,0,4.8,382.2,-170.6,19.1,-182.3,575.6,56.9,0,8.2,306.9,3.6,0,32.8,0,9.2,45.7,0,0.2,0.2,1080.3
"Carbon dioxide",2021,"Lisburn and Castlereagh",36.9,27.4,19.4,47.7,131.4,13.2,20.3,3.9,37.4,5.8,32.9,4.9,43.5,47,66.1,156,269,128.3,55.6,92.4,2.8,3,282,-8.4,40.6,-61.5,3,48,0,1,22.6,0.8,1.1,12.2,0,4.5,18.5,0,0.3,0.3,804.9
"Carbon dioxide",2021,"Mid and East Antrim",39.9,7.4,12.2,22.9,82.4,13.3,26.5,3.6,43.4,3.5,18.8,3,25.3,45.7,44.6,176.3,266.5,121,12.8,135.4,3.1,3.8,276.2,-30.9,46,-83.9,110.6,46,0,1.7,89.3,1.8,0.7,17.1,0,6.8,26.4,0,0.3,0.3,809.8
"Carbon dioxide",2021,"Mid Ulster",87.4,0.7,314.8,77.5,480.4,15.9,0,4.6,20.5,3.2,0,3,6.1,46,1.5,205.9,253.4,152.4,7.9,215.1,0,4.2,379.7,-67.7,51.9,-167.5,300.6,47.3,0,5.6,170.2,2.8,0,32.2,0,12.4,47.5,0,0.2,0.2,1358
"Carbon dioxide",2021,"Newry, Mourne and Down",40.9,5.1,0,31.5,77.5,18.1,8.4,4.7,31.2,4.8,5.6,4.1,14.4,59,12.6,266.8,338.4,239.7,0,188.7,0.8,5.6,434.7,-44.7,196.9,-142.9,67.9,51.1,-0.2,0.8,128.8,2.8,3.5,31.6,0,14.9,52.9,0,0.3,0.3,1078.3
"Carbon dioxide",2021,"Ards and North Down",25.3,9.3,2.4,11.7,48.7,14,20,3.1,37.1,3.6,9.4,2.7,15.7,55.1,94.7,168.7,318.4,112.9,0,76.8,2.2,1.9,193.8,-8.4,158.8,-19.9,13.4,42.4,-0.1,-2.1,184.2,1.5,0.1,11.9,0,7.8,21.4,0,0.3,0.3,819.6
"Carbon dioxide",2021,"Northern Ireland",607.7,190,481.2,419.2,1698.1,246.4,236.8,51.2,534.4,83.1,217.6,54,354.7,596.1,620.6,2263.4,3480.1,1632.7,266.3,1712.7,23.9,56.8,3692.4,-535.4,785.6,-1117.7,1833.9,600.8,-0.6,28.2,1594.8,21.9,8,228.3,0,88.8,347.1,0,3.7,3.7,11705.3
"Carbon dioxide",2022,"Antrim and Newtownabbey",60,3.5,0.6,30.4,94.5,9,16.7,3.4,29.2,2.6,21.4,1.8,25.9,41.8,57.7,138.9,238.4,114.4,103.6,92.5,2.6,12.7,325.7,-12.1,20.4,-67.2,17.8,51.2,0,1.1,11.3,0.3,0.6,7.7,0,4,12.5,0,0.3,0.3,737.8
"Carbon dioxide",2022,"Armagh City, Banbridge and Craigavon",87.7,60.2,10.3,57,215.1,22.4,21.6,5.7,49.7,6.8,18.1,3,27.9,63.4,29.9,269.4,362.7,222.1,49.7,205.7,3.1,5.7,486.3,-24.7,85.3,-170.9,124.6,69.3,0,4.6,88.1,1.6,0.4,21.4,0,12.2,35.7,0,0.4,0.4,1265.8
"Carbon dioxide",2022,"Belfast",77.6,35.1,2.4,30.3,145.5,80.1,82.7,8.9,171.7,34.6,74.4,12,121,91.8,245.4,135.6,472.9,160.3,46.7,78.7,4,15.2,304.8,-1.6,1.4,-6.7,0.3,81.6,0,0.1,75.1,0,0.2,0.7,0,0.3,1.3,0,0.7,0.7,1292.8
"Carbon dioxide",2022,"Causeway Coast and Glens",33.9,2.7,0.9,26.9,64.4,15.2,23.2,4.2,42.5,4.4,7.9,2.5,14.8,44.6,15.9,170.4,230.9,143.4,0,194.4,4.2,5,347.1,-112.4,125.7,-135.6,314.6,49.8,-0.1,2.8,244.9,1.1,0.8,20.1,0,13.7,35.6,0,0.3,0.3,980.4
"Carbon dioxide",2022,"Derry City and Strabane",63.8,33.6,101.1,34.1,232.6,20.9,14.9,3.6,39.4,8.1,22.2,2.8,33.1,41.4,33.5,176.5,251.4,105.9,0,131.1,0.8,4.4,242.2,-56.9,40.8,-81.6,292.4,55.4,0,2,252.2,0.7,0.1,12,0,3.1,15.9,0,0.3,0.3,1067.1
"Carbon dioxide",2022,"Fermanagh and Omagh",50.6,0.1,17,67.8,135.6,17.1,0,3.1,20.2,5.8,0,2.8,8.7,33.7,1.8,128.9,164.3,127.3,0,231.6,0,5,363.9,-194.2,19.2,-181.9,567.8,56.5,0,6.1,273.6,1.5,0,24,0,9.3,34.9,0,0.2,0.2,1001.3
"Carbon dioxide",2022,"Lisburn and Castlereagh",37,18.4,20.9,41,117.2,13.4,24.7,3.4,41.5,5.9,28.8,3.4,38,43.3,64.6,123.1,231.1,129,61.1,85.9,2.7,3.2,281.9,-8.7,40.9,-62,3,47.7,0,0.8,21.8,0.6,0.8,8.7,0,4.6,14.6,0,0.4,0.4,746.5
"Carbon dioxide",2022,"Mid and East Antrim",39.1,8,12,23.9,83.1,12.9,22.6,3.2,38.6,3.8,19.2,2.1,25.1,41.8,43.6,139.3,224.8,122.1,14.7,126,3,4.1,269.9,2,46.2,-84,107.3,45.7,0,1.3,118.5,0.8,0.7,11.6,0,6.9,20,0,0.3,0.3,780.3
"Carbon dioxide",2022,"Mid Ulster",84.5,0.1,277.2,102.2,464,14.9,0,4.3,19.2,3.1,0,2.4,5.5,42.8,2.2,161.2,206.2,154.3,9.1,200.2,0,4.4,368,-69.3,52.1,-167.9,292.9,47,0,4.8,159.5,0.9,0,22.8,0,12.5,36.2,0,0.3,0.3,1258.9
"Carbon dioxide",2022,"Newry, Mourne and Down",41.9,1.9,0,32.3,76.1,16.6,8.5,4.8,30,4.4,5.2,2.8,12.4,54.4,13.5,209.2,277.1,244.9,0,175.6,0.8,5.6,426.9,-46.4,197.5,-143.4,67.8,50.8,-0.1,0.1,126.3,1.5,5.2,22,0,15,43.6,0,0.3,0.3,992.7
"Carbon dioxide",2022,"Ards and North Down",25.7,6.3,4,10.1,46.1,13.4,19,3,35.3,3.5,7.2,1.9,12.6,50.5,92,133.8,276.2,111.8,0,71.4,2.2,2.5,187.8,-8.7,159.2,-20.1,13.4,42.3,-0.1,-2.3,183.6,0.9,2.4,8.9,0,7.8,20,0,0.3,0.3,762.1
"Carbon dioxide",2022,"Northern Ireland",601.8,169.9,446.4,456,1674.2,235.8,233.8,47.6,517.1,83,204.4,37.5,324.9,549.6,600,1786.4,2936,1635.5,284.8,1593.2,23.3,67.8,3604.6,-532.9,788.8,-1121.3,1801.9,597.3,-0.5,21.4,1554.8,10,11.2,159.8,0,89.4,270.4,0,3.8,3.8,10885.7
"Carbon dioxide",2023,"Antrim and Newtownabbey",50.7,2.7,0.6,29.3,83.4,8.6,13.5,3.3,25.4,2.4,24.5,1.7,28.6,35.9,55.1,144.9,235.9,114.8,104.2,89.6,2.8,14.5,325.9,-11.6,20.9,-67.3,17.9,53.2,0,0.9,13.9,0.3,0.6,10.1,0,4.5,15.5,0,0.3,0.3,728.9
"Carbon dioxide",2023,"Armagh City, Banbridge and Craigavon",70.5,62.2,9.6,51.2,193.5,20.2,24,5.3,49.4,5.9,19.4,2.6,28,53.8,29.1,281.8,364.6,218.2,50,199,3.2,6.8,477.2,-24.2,87.1,-172.2,124.6,72.2,0,4,91.4,1.5,0.6,28.1,0,14.2,44.3,0,0.4,0.4,1249
"Carbon dioxide",2023,"Belfast",61,41.4,2.6,28.5,133.5,68.8,76.9,8.5,154.2,29.6,79.3,12.5,121.4,77.9,236.5,143.5,457.9,168.7,50.9,76.7,4.1,18,318.4,-1.5,1.5,-6.6,0.3,84.2,0,0.1,77.9,0.1,0.2,0.9,0,0.3,1.4,0,0.7,0.7,1265.5
"Carbon dioxide",2023,"Causeway Coast and Glens",27.4,23.5,0.9,26,77.8,13.4,11.4,3.6,28.4,3.8,7.7,2.7,14.2,37.8,15.3,179.5,232.6,133.6,0,188,4.4,5.6,331.6,-112.8,128.2,-136.2,314.4,51.6,0,1.1,246.4,0.8,0.5,27.4,0,16.4,45.1,0,0.3,0.3,976.4
"Carbon dioxide",2023,"Derry City and Strabane",50.7,36,99,34.1,219.9,17.9,13.2,3.3,34.4,6.9,20.5,2.7,30.1,35.2,32.2,181.1,248.5,105.7,0,127,0.8,4.9,238.3,-57.9,41.8,-81.9,292.3,57.4,0,1.2,252.8,0.6,0,14,0,4,18.6,0,0.3,0.3,1043
"Carbon dioxide",2023,"Fermanagh and Omagh",39.5,0,15.8,58.6,113.8,14.8,0,2.7,17.5,5,0,2.7,7.7,28.5,2.2,137.7,168.4,124.5,0,223.9,0,5.8,354.1,-193.2,19.6,-182.1,567.6,59,0,3.5,274.3,1.5,0,26.2,0,10.1,37.8,0,0.2,0.2,973.9
"Carbon dioxide",2023,"Lisburn and Castlereagh",31.4,17.9,17.3,39,105.6,12.2,23.8,3.2,39.3,5.4,38.3,3.5,47.1,37.2,60.8,130,228,127.7,61.2,83.2,2.8,3.9,278.8,-8.4,42,-62.3,3,49.4,0,0.6,24.2,0.5,0.8,11.6,0,5.4,18.3,0,0.3,0.3,741.7
"Carbon dioxide",2023,"Mid and East Antrim",33.4,11,11.9,21.5,77.8,11.8,18.5,2.9,33.2,3.4,17.8,2.2,23.4,35.7,41.3,146,222.9,120.6,14.8,121.9,3.1,4.9,265.4,-31.2,47.2,-84.2,107.1,47.3,0,0.8,86.9,0.8,3.3,16,0,8,28,0,0.3,0.3,737.9
"Carbon dioxide",2023,"Mid Ulster",70.4,1.6,268.1,89.6,429.7,13.3,0,3.7,17.1,2.8,0.1,2.1,5,36.5,2.5,172.6,211.6,153.4,9.1,193.5,0,5.2,361.3,-68.2,53.3,-168.7,292.8,49.1,0,3.7,162,0.9,0,27.1,0,14,42.1,0,0.2,0.2,1229
"Carbon dioxide",2023,"Newry, Mourne and Down",34.7,2.1,0,29.4,66.1,14.9,8.6,4.3,27.8,3.9,5.5,2.4,11.9,46.3,12.8,222.1,281.2,240.2,0,169.8,0.8,6.6,417.4,-44.7,201.2,-144.1,67.8,52.5,0,-1,131.6,1.4,7.2,29.5,0,18.9,56.9,0,0.3,0.3,993.3
"Carbon dioxide",2023,"Ards and North Down",20.5,10,0.1,10.1,40.6,11.9,18.1,2.9,32.9,3.1,7.8,1.9,12.8,42.8,85.2,139.8,267.8,109.1,0,69.2,2.3,2.9,183.4,-8.3,162.1,-20.3,13.4,42.8,0,-2.8,186.8,0.9,1.8,12.1,0,10.7,25.6,0,0.3,0.3,750.2
"Carbon dioxide",2023,"Northern Ireland",490.2,208.5,426,417.3,1542,207.9,208.1,43.6,459.6,72.1,220.8,37,330,467.6,572.8,1879.2,2919.6,1616.5,290.2,1541.8,24.3,79,3551.8,-562,804.7,-1125.9,1801,618.6,-0.1,12,1548.3,9.3,14.9,202.9,0,106.5,333.6,0,3.7,3.7,10688.6
"Carbon dioxide",2024,"Antrim and Newtownabbey",41.6,2.4,0.6,37.4,82.1,8.1,11.4,4.5,23.9,2.1,22.4,2.9,27.4,30.7,53.6,159.9,244.2,113.6,106.8,89.1,2.9,16.5,328.9,-11.7,20.9,-67.8,18,53.4,0,1.2,14,0.3,2,11.9,0,3.9,18.1,0,0.3,0.3,739
"Carbon dioxide",2024,"Armagh City, Banbridge and Craigavon",59.2,59.3,9.3,53.5,181.3,17,24.8,7.8,49.7,4.6,16.4,5.6,26.6,45.4,28.5,312.4,386.3,212.9,51.9,198.2,3.4,7.7,474.1,-24.3,87.2,-173,124.6,72.3,0,4.7,91.5,2.2,0.4,34.3,0,12.4,49.2,0,0.3,0.3,1259.1
"Carbon dioxide",2024,"Belfast",58,42.6,2.7,54.3,157.5,52.4,70,8.5,131,20.8,78.5,10.4,109.7,65.2,224.2,154.2,443.5,167.9,51.1,76,4.4,18.4,317.8,-1.5,1.5,-6.8,0.3,84.7,0,0.2,78.3,0,1.9,0.9,0,0.3,3.1,0,0.7,0.7,1241.7
"Carbon dioxide",2024,"Causeway Coast and Glens",21.3,3.2,0.9,25.7,51.2,12.4,21.4,7.1,41,3.4,8,4.8,16.2,32,15,197.1,244,129.3,0,187.2,4.6,6.2,327.4,-111.9,128.4,-136.7,314,52,0,3.4,249.2,0.8,0.3,32.7,0,14.4,48.2,0,0.3,0.3,977.4
"Carbon dioxide",2024,"Derry City and Strabane",42.6,38,102.5,33.9,217.1,16.1,12.1,4.8,33.1,5.8,20.7,4.8,31.3,29.7,31.8,202,263.5,103.9,0,126.3,0.8,5.7,236.7,-57.3,41.9,-82.1,292.1,57.8,0,2.4,254.8,0.8,2.3,19.7,0,3.5,26.3,0,0.3,0.3,1063.1
"Carbon dioxide",2024,"Fermanagh and Omagh",31.7,0,18.6,64.1,114.4,14.6,0,6.1,20.6,4.4,0,7.5,11.9,24,2.5,149.7,176.3,119.4,0,223,0,6.4,348.9,-192.5,19.6,-182.3,567.1,59,0,7.7,278.5,1.3,0,38.3,0,8.7,48.4,0,0.2,0.2,999.1
"Carbon dioxide",2024,"Lisburn and Castlereagh",25.5,20.6,16.4,33.1,95.7,11.7,17.8,4.5,34,4.9,37.6,2.7,45.1,31.6,59.7,141.1,232.4,126,63.8,82.7,3,4.5,279.9,-8.5,42.2,-62.8,3,49.7,0,0.8,24.5,0.5,0.5,13.8,0,4.8,19.6,0,0.3,0.3,731.6
"Carbon dioxide",2024,"Mid and East Antrim",26.3,12.4,11.7,23,73.4,11.3,19.3,4.3,34.8,2.9,16.9,2.6,22.3,30,40.3,160.1,230.4,116.2,15.4,121.4,3.3,5.4,261.6,-31.2,47.3,-84.5,106.9,47.6,0,1.5,87.7,0.7,1.3,18.2,0,7,27.2,0,0.3,0.3,737.7
"Carbon dioxide",2024,"Mid Ulster",56.3,2.5,265.1,88.2,412.2,12.8,0.1,8.2,21.1,2.5,0.2,5.8,8.5,30.9,2.9,187.8,221.7,146.7,9.5,192.8,0,5.8,354.8,-68.2,53.3,-169.1,292.7,49.1,0,5.3,163.1,1.2,0,35.7,0,12.2,49.1,0,0.2,0.2,1230.5
"Carbon dioxide",2024,"Newry, Mourne and Down",27.9,5.2,0,33.4,66.5,13.7,8.8,7.1,29.6,3.4,5.8,5.9,15.1,39.1,12.5,243.8,295.5,232,0,169.1,0.9,7.3,409.3,-45,201.2,-144.6,67.8,52.9,0,0.1,132.5,1.6,4.5,34.8,0,16.7,57.6,0,0.3,0.3,1006.4
"Carbon dioxide",2024,"Ards and North Down",15.4,11.8,0.2,11.3,38.6,11.4,16.2,4.8,32.4,2.8,7.5,2.4,12.7,36,79.7,151.6,267.3,105.7,0,68.8,2.4,3.2,180.1,-8.4,162.3,-20.4,13.4,43.6,0,-2.5,188,0.6,2.1,13.7,0,9.6,26.1,0,0.3,0.3,745.5
"Carbon dioxide",2024,"Northern Ireland",405.9,198.2,428,457.8,1489.9,181.6,202,67.6,451.2,57.5,213.9,55.4,326.7,394.5,550.7,2059.8,3005,1573.6,298.5,1534.6,25.7,87.1,3519.5,-560.7,805.7,-1130,1799.8,622.3,0.1,24.9,1562.1,10,15.4,253.9,0,93.5,372.9,0,3.7,3.7,10731
"Methane",2005,"Antrim and Newtownabbey",4.4,0.2,0.1,0.3,5.1,1,0.6,0.1,1.7,0.4,0.6,0.1,1.1,4.1,0.6,4,8.8,1,0.6,0.8,0,0.1,2.4,0,0,0,2.6,0,0,0,2.6,0,0,0.1,202.2,0,202.4,141.2,12.7,153.9,378
"Methane",2005,"Armagh City, Banbridge and Craigavon",5.9,0,0.2,0.6,6.7,1.6,0,0.1,1.7,0.5,0,0.1,0.7,5.6,0,6.5,12.1,1.7,0.4,1.8,0,0,3.9,0.1,0,0,21.9,0,0,0.1,22,0.2,0,0.5,522.4,0,523,183.2,22.3,205.5,775.8
"Methane",2005,"Belfast",9.1,2.1,0.2,0.3,11.5,6.8,4.4,0.2,11.3,3.3,4.2,0.6,8.1,10,4.9,6.1,21,1.8,0.3,0.8,0,0.1,3,0,0,0,0.3,0,0,0,0.3,0,0,0,11.8,0,11.9,445.6,35.8,481.4,548.4
"Methane",2005,"Causeway Coast and Glens",2.2,0,0,0.4,2.6,1.3,0,0.1,1.3,0.4,0,0.1,0.5,4,0,5.2,9.2,1.2,0,1.6,0,0,2.9,0.2,0,0,104.9,0,0,0.2,105.3,0.1,0,0.3,502.3,0,502.8,156.9,5.5,162.4,787
"Methane",2005,"Derry City and Strabane",4.6,0,4,0.4,9,1.6,0,0.1,1.7,0.8,0,0.1,0.9,4,0,4.7,8.6,1,0,1.1,0,0,2.2,0.1,0,0,76.4,0,0,0.1,76.6,0.1,0,0.2,295.6,0,295.8,141.5,4.9,146.4,541.2
"Methane",2005,"Fermanagh and Omagh",3.4,0,3.4,0.6,7.5,1.2,0,0,1.3,0.4,0,0.1,0.5,2.8,0,4.2,7,1.1,0,2,0,0,3,0.3,0,0,142.4,0,0,0.4,143.1,0.1,0,0.5,662.6,0,663.2,134.6,5.7,140.3,966
"Methane",2005,"Lisburn and Castlereagh",2.5,0.6,0.2,0.4,3.8,1.2,0.6,0.1,1.8,0.5,0.6,0.1,1.2,4,0.9,4.3,9.1,1.1,0.5,0.7,0,0,2.4,0,0,0,0.6,0,0,0,0.7,0.1,0.1,0.1,167,0,167.2,125.4,36.1,161.5,347.8
"Methane",2005,"Mid and East Antrim",4.1,0.9,0.1,1.2,6.3,1.2,1,0.1,2.2,0.3,1.2,0.1,1.6,4.1,0.5,4.5,9.1,1.1,0.1,1.1,0,0,2.3,0,0,0,33.3,0,0,0.1,33.4,0.1,0,0.2,328.3,0,328.6,159.8,6.6,166.4,550
"Methane",2005,"Mid Ulster",4.7,0,3.4,1,9.1,0.9,0,0.1,1,0.2,0,0.1,0.3,3.6,0,4.6,8.2,1.2,0.1,1.7,0,0,3,0.1,0,0,67.1,0,0,0.2,67.3,0.1,0,0.5,639.5,0,640,131.8,8.7,140.5,869.5
"Methane",2005,"Newry, Mourne and Down",3.2,0,0,0.5,3.7,1.2,0,0.1,1.2,0.3,0,0.1,0.5,4.8,0,5.7,10.5,1.8,0,1.5,0,0,3.3,0.1,0,0,17,0,0,0.1,17.2,0.1,0,0.4,490,0,490.5,159.4,7.6,167,694
"Methane",2005,"Ards and North Down",1.8,0.5,0,0.1,2.4,1.2,1.1,0,2.3,0.3,0.4,0.1,0.8,4.7,1.2,5.2,11.1,1,0,0.6,0,0,1.7,0,0,0,2.4,0,0,0,2.4,0.1,0,0.1,153.3,0,153.5,176.8,5.3,182.1,356.4
"Methane",2005,"Northern Ireland",45.9,4.4,11.7,5.9,67.8,19.2,7.7,0.8,27.8,7.6,7,1.6,16.1,51.8,8.1,54.9,114.8,13.9,2,13.7,0.1,0.4,30.2,0.9,0,0,468.8,0,0,1.2,470.9,0.9,0.2,3,3974.9,0,3979,1956.2,151.2,2107.4,6814
"Methane",2006,"Antrim and Newtownabbey",4.5,0.2,0.1,0.3,5.1,1,0.6,0.1,1.7,0.4,0.6,0.1,1,3.9,0.7,3.9,8.5,0.9,0.6,0.8,0,0.1,2.3,0,0,0,2.6,0,0,0,2.6,0,0,0.1,197.3,0,197.5,145,14.1,159.1,377.7
"Methane",2006,"Armagh City, Banbridge and Craigavon",6,0.2,0.2,0.6,7,1.6,0.1,0.1,1.8,0.5,0,0.1,0.7,5.3,0,6.3,11.6,1.6,0.4,1.7,0,0,3.7,0.1,0,0,21.9,0,0,0,22,0.2,0,0.4,534.1,0,534.7,169.1,24.7,193.8,775.3
"Methane",2006,"Belfast",9.2,2.1,0.1,0.3,11.6,6.8,4.5,0.2,11.5,3.4,4.2,0.5,8,9.5,4.8,5.9,20.2,1.6,0.3,0.7,0,0.1,2.8,0,0,0,0.3,0,0,0,0.3,0,0,0,11.8,0,11.9,412.2,39.6,451.8,517.9
"Methane",2006,"Causeway Coast and Glens",2.2,0,0,0.4,2.6,1.3,0.1,0.1,1.4,0.4,0,0.1,0.5,3.8,0,5,8.8,1.1,0,1.5,0,0,2.7,0.2,0,0,104.8,0,0,0,105,0.1,0,0.3,481.4,0,481.9,168.5,6,174.6,777.5
"Methane",2006,"Derry City and Strabane",4.6,0,3.7,0.4,8.8,1.7,0,0.1,1.7,0.8,0,0.1,0.9,3.8,0,4.5,8.3,0.9,0,1.1,0,0,2,0.1,0,0,76.3,0,0,0,76.4,0.1,0,0.2,287.8,0,288.1,165.6,5.6,171.2,557.4
"Methane",2006,"Fermanagh and Omagh",3.4,0,2.7,0.6,6.8,1.2,0,0.1,1.3,0.5,0,0.1,0.5,2.7,0,4,6.7,1,0,1.8,0,0,2.8,0.3,0,0,142.4,0,0,0,142.7,0.1,0,0.5,646.8,0,647.4,125.5,6.5,132,940.3
"Methane",2006,"Lisburn and Castlereagh",2.5,0.5,0.3,0.4,3.7,1.2,0.4,0.1,1.7,0.5,0.4,0.1,1.1,3.8,1,4.1,8.9,1,0.4,0.7,0,0,2.2,0,0,0,0.6,0,0,0,0.6,0.1,0,0.1,169.5,0,169.7,118.6,39.2,157.7,345.6
"Methane",2006,"Mid and East Antrim",4.1,1,0.1,1.2,6.4,1.2,1.1,0.1,2.3,0.3,1.3,0.1,1.7,3.9,0.5,4.3,8.7,1,0.1,1,0,0,2.2,0.1,0,0,33.3,0,0,0,33.3,0.1,0,0.2,318.2,0,318.6,153.4,7.9,161.3,534.5
"Methane",2006,"Mid Ulster",4.8,0,2.5,1,8.3,0.9,0,0.1,1,0.2,0,0.1,0.3,3.4,0,4.4,7.9,1.1,0.1,1.6,0,0,2.8,0.1,0,0,67.1,0,0,0,67.2,0.1,0,0.5,631,0,631.6,133.5,10.5,144,863.1
"Methane",2006,"Newry, Mourne and Down",3.2,0,0,0.5,3.7,1.2,0,0.1,1.2,0.4,0,0.1,0.4,4.5,0,5.5,10,1.6,0,1.4,0,0,3.1,0.1,0,0,17,0,0,0,17.1,0.1,0,0.4,486.8,0,487.3,161.6,10.1,171.7,694.6
"Methane",2006,"Ards and North Down",1.8,0.5,0,0.1,2.4,1.3,1,0,2.3,0.3,0.4,0.1,0.8,4.5,1.3,5,10.8,0.9,0,0.6,0,0,1.6,0,0,0,2.4,0,0,0,2.4,0.1,0,0.1,155.7,0,155.9,167.9,6,173.9,350.1
"Methane",2006,"Northern Ireland",46.3,4.5,9.8,5.8,66.5,19.4,7.7,0.8,27.9,7.6,7,1.3,15.9,49.1,8.3,52.9,110.3,12.8,1.9,12.9,0.1,0.4,28.1,0.9,0,0,468.6,0,0,0.2,469.7,0.9,0.2,2.9,3920.6,0,3924.6,1920.9,170.2,2091.1,6734.1
"Methane",2007,"Antrim and Newtownabbey",4.7,0.2,0.1,0.3,5.3,1.1,0.6,0,1.8,0.4,0.6,0.1,1.1,3.7,0.6,3.7,8,0.9,0.6,0.8,0,0.1,2.3,0,0,0,2.6,0,0,0,2.7,0,0,0.1,197.8,0,198,147.1,15.7,162.8,381.9
"Methane",2007,"Armagh City, Banbridge and Craigavon",6.2,0.6,0.2,0.5,7.5,1.7,0.2,0.1,2,0.6,0.1,0.1,0.8,5.1,0,5.9,11.1,1.6,0.4,1.7,0,0,3.7,0.1,0,0,21.9,0,0,0.1,22,0.2,0,0.4,531.6,0,532.2,172.5,26.1,198.6,777.8
"Methane",2007,"Belfast",9.5,2.1,0,0.3,12,7.1,4.6,0.1,11.8,3.5,4.3,0.4,8.2,9.1,4.6,5.5,19.2,1.6,0.3,0.7,0,0.1,2.7,0,0,0,0.3,0,0,0,0.3,0,0.1,0,11.8,0,11.9,394.2,42.8,437,503.1
"Methane",2007,"Causeway Coast and Glens",2.3,0.1,0.3,0.3,2.9,1.3,0.2,0.1,1.6,0.4,0.1,0.1,0.6,3.6,0,4.6,8.2,1.1,0,1.6,0,0,2.7,0.2,0,0,104.7,0,0,0.2,105.1,0.1,0,0.3,480.3,0,480.7,161.2,6.3,167.5,769.3
"Methane",2007,"Derry City and Strabane",4.8,0.1,3.3,0.4,8.6,1.7,0,0,1.8,0.8,0.1,0.1,1,3.6,0,4.3,7.9,0.9,0,1.1,0,0,2,0.1,0,0,76.3,0,0,0.1,76.4,0.1,0,0.2,291.4,0,291.7,164.5,6.1,170.6,560
"Methane",2007,"Fermanagh and Omagh",3.6,0,3.5,0.4,7.5,1.3,0,0,1.3,0.5,0,0.1,0.6,2.5,0,3.7,6.3,1,0,1.9,0,0,2.8,0.3,0,0,142.4,0,0,0.3,143.1,0.1,0,0.5,640.6,0,641.2,122.4,6.7,129.2,931.9
