"Statistic","Year","Local Government District","Industry electricity","Industry gas","Large industrial installations","Industry 'other'","Industry total","Commercial electricity","Commercial gas","Commercial 'other'","Commercial total","Public sector electricity","Public sector gas","Public sector 'other'","Public sector total","Domestic electricity","Domestic gas","Domestic 'other'","Domestic total","Road transport (A roads)","Road transport (motorways)","Road transport (minor roads)","Diesel railways","Transport 'other'","Transport total","Net emissions: forest land","Net emissions: cropland","Net emissions: grassland","Net emissions: wetlands","Net emissions: settlements","Net emissions: harvested wood products","Net emissions: indirect N2O","LULUCF net emissions","Agriculture electricity","Agriculture gas","Agriculture 'other'","Agriculture livestock","Agriculture soils","Agriculture total","Landfill","Waste management 'other'","Waste management total","Grand total"
"Total GHG",2009,"Fermanagh and Omagh",114.6,0,194.2,56.7,365.5,40.9,0,4.2,45.2,15,0,4.5,19.5,85.9,0,204.4,290.3,153.3,0,297.9,0,3.8,455.1,-171,34,-177,731.6,67,-0.1,3.4,488,3.1,0,57.2,658.7,173.2,892.2,100,9.4,109.4,2665.1
"Total GHG",2009,"Lisburn and Castlereagh",84.9,13.8,18.3,42.6,159.6,39.5,13,6,58.5,17.3,13,5.3,35.5,117.4,34.6,199.6,351.6,159.6,79.1,110.1,3.5,2.5,354.8,-8,46.9,-58.1,3.7,57.3,-0.1,0.4,42.1,1.8,1.4,15.7,166.7,40.6,226.2,93.6,54.9,148.5,1376.8
"Total GHG",2009,"Mid and East Antrim",137.2,31.2,12.4,112.5,293.2,39.4,34.7,5.1,79.2,10.6,40.8,3.5,54.9,127.8,15,208.9,351.7,153.9,17.6,161.8,3.9,5.1,342.3,-28.4,49.7,-81,138.8,55.3,-0.1,0.9,135.1,2.6,1.2,24,324.4,73.3,425.5,123,16.2,139.2,1821.1
"Total GHG",2009,"Mid Ulster",159,0,270,93.6,522.7,31.4,0,6.8,38.1,7.3,0,3.1,10.4,113.5,0,232.6,346.1,184.5,12.5,257.4,0,3.4,457.9,-62.5,72.9,-159.1,367.9,58.9,-0.1,2.7,280.8,2.6,0,49.6,632.9,153.8,838.9,107.4,16.4,123.8,2618.7
"Total GHG",2009,"Newry, Mourne and Down",108,0.4,0,52,160.3,38.8,0.7,7.4,46.9,11.7,0.2,4.2,16.2,145.8,0.4,285.7,431.8,263.3,0,225.5,1,4.6,494.4,-42.7,191.4,-144.4,86.4,64.4,-0.3,1.2,155.9,4.2,0.3,40.8,495,108.3,648.6,154.3,18.1,172.4,2126.6
"Total GHG",2009,"Ards and North Down",59.2,12.5,0,14.7,86.4,42,24.5,3.3,69.7,11.5,9.5,3.3,24.3,140.7,35.3,217.4,393.4,142,0,91.3,2.8,2.3,238.5,-8.4,141.5,-27.4,15.9,53,-0.3,-0.9,173.5,2.8,0.3,14.5,153.3,40.2,211.2,121.3,23.4,144.7,1341.6
"Total GHG",2009,"Northern Ireland",1545.2,190.9,659.3,561.8,2957.2,647.2,254.5,68.4,970.1,254.4,229.5,60.9,544.8,1578.8,263.8,2621.3,4463.9,1979.8,329.2,2047.3,30,66.1,4452.3,-505,852.4,-1087.7,2336.4,721.7,-1.5,14.2,2330.4,30.4,7.5,328.5,3957.2,966.6,5290.3,1602.9,301.6,1904.5,22913.5
"Total GHG",2010,"Antrim and Newtownabbey",157.6,9.6,0.7,41.3,209.2,36.6,26.6,4.2,67.4,13.1,26.3,3,42.4,122.6,30.2,228.4,381.1,140.1,99,113.5,3.4,10.8,366.8,-11.4,27,-61,25.8,61.2,0,0.9,42.5,1.7,0.2,16.2,207.5,42.9,268.5,87.1,26,113.1,1491.1
"Total GHG",2010,"Armagh City, Banbridge and Craigavon",206.8,60.9,22,63.6,353.3,57.1,15.5,9.3,81.9,18.5,11.7,4.5,34.6,168.4,2.1,390.5,561.1,248.5,66.4,252.9,3.9,4.1,575.9,-22.4,108.8,-158.4,150.7,86.3,-0.1,2.7,167.6,5.7,2.1,43.9,546.2,131.3,729.3,104.3,44,148.3,2651.9
"Total GHG",2010,"Belfast",304.6,71.1,2.8,38.2,416.7,227.1,151.9,9.9,388.9,111.8,143.1,20.1,275,294.9,186.5,310.2,791.5,225.3,54.7,95.2,5.1,19.6,399.9,-1.6,1.8,-6.3,0.5,98.1,0,0,92.4,0.2,1.7,1.3,11,2.4,16.6,278.1,81.6,359.6,2740.7
"Total GHG",2010,"Causeway Coast and Glens",79.8,5.9,1,34.1,120.8,45.6,18.1,5.9,69.5,14.4,6.5,4,24.9,118.6,1.8,278.5,398.9,175.1,0,239.3,5.4,4.1,423.9,-94.2,127.7,-132.9,429.7,59.7,-0.1,1.3,391.3,3.6,0.6,39.6,499.4,138.5,681.7,106.2,12.5,118.7,2229.5
"Total GHG",2010,"Derry City and Strabane",157.4,10.6,155.9,45.6,369.6,56.6,3.1,4.3,64,26,9.3,4.6,39.9,116.4,3.3,265.6,385.4,135.6,0,161.2,1,4.8,302.5,-47.4,44.9,-78.7,378.9,66,0,0.6,364.2,2.7,0.6,25.2,300.1,75.9,404.5,126.3,14.6,140.8,2070.9
"Total GHG",2010,"Fermanagh and Omagh",120.3,0,159.5,61.5,341.3,43,0,3.9,46.9,15.8,0,4.7,20.5,85.2,0,236.5,321.7,154.1,0,284.8,0,3.9,442.8,-165.4,32.7,-176,731.6,68.4,0,2.3,493.6,3.2,0,56.8,642.9,179.5,882.5,82,10.3,92.2,2641.5
"Total GHG",2010,"Lisburn and Castlereagh",83.3,16.4,16.5,50.1,166.3,38.8,15.4,5.8,60,17,15.4,5.1,37.4,115.4,41.5,230.7,387.6,159.8,79.5,105.1,3.5,2.5,350.3,-7.8,46.1,-57.7,3.7,58.1,0,0.6,42.9,1.7,1.7,15.9,171.3,42.4,233,73.2,62.4,135.6,1413.1
"Total GHG",2010,"Mid and East Antrim",148.6,34.6,12.2,134.1,329.4,42.7,38.4,4.8,85.9,11.5,45.2,3.4,60.1,121.8,17.3,241.6,380.7,154.4,17.6,154.5,3.9,5,335.4,-27.6,49,-80.4,140,56.1,0,0.6,137.6,2.9,1.3,23.8,327.3,75.4,430.7,96.3,16.8,113.1,1872.9
"Total GHG",2010,"Mid Ulster",168.7,0,263.6,104.3,536.6,33.3,0,6.5,39.8,7.7,0,3.1,10.8,109.6,0,269.3,378.9,185.6,12.5,246.2,0,3.5,447.8,-61,70.5,-158.5,372.5,59.2,0,2.9,285.7,2.8,0,48.8,644.9,158.9,855.4,80.5,16.6,97.1,2652
"Total GHG",2010,"Newry, Mourne and Down",111.2,1.1,0,63.2,175.6,39.9,2.2,6.9,49,12.1,0.6,4.2,17,141.8,0.6,330.4,472.8,264.4,0,215.6,1,4.7,485.7,-41.8,191.7,-142.8,86.3,64.9,-0.1,-0.7,157.6,4.4,0.9,41.4,496.8,114.1,657.5,123.7,19.2,142.9,2158
"Total GHG",2010,"Ards and North Down",61.3,14.6,0,16.8,92.7,43.5,28.5,3.1,75.1,11.9,11.1,3.2,26.2,136.6,43.3,250.9,430.8,142,0,87.1,2.8,2.4,234.3,-8.2,142.9,-26.7,15.9,53.4,-0.1,-1.4,175.8,2.9,0.3,15.2,159.7,42,220.2,97.3,30.2,127.5,1382.4
"Total GHG",2010,"Northern Ireland",1599.7,224.8,634,652.8,3111.3,664.2,299.7,64.5,1028.4,259.6,269.2,59.8,588.6,1531.3,326.5,3032.6,4890.4,1984.7,329.9,1955.5,29.9,65.3,4365.2,-488.8,843.1,-1079.4,2335.7,731.5,-0.6,9.8,2351.2,31.8,9.4,328.1,4007.1,1003.4,5379.8,1254.9,334.2,1589,23304
"Total GHG",2011,"Antrim and Newtownabbey",143.4,9.3,0.7,42.8,196.2,33.3,25.6,3,61.9,11.9,25.3,2.9,40.2,111.2,30,188.6,329.8,139,98.2,106.4,3.4,10.7,357.7,-11.2,26.8,-62.3,25.5,59,0,1,38.8,1.5,0.2,13.8,204.3,42.3,262,83.1,24.2,107.3,1393.9
"Total GHG",2011,"Armagh City, Banbridge and Craigavon",196.5,66.5,22.2,62.5,347.7,54.3,16.9,6.6,77.7,17.5,12.7,4.3,34.6,154.8,3.3,321.8,479.9,246.3,65.8,237.7,3.9,4,557.8,-22,108.9,-160.6,150.3,82.4,-0.1,2.7,161.6,5.4,2.3,37.8,545.9,130.7,722.3,79.9,41.9,121.9,2503.5
"Total GHG",2011,"Belfast",284.8,63.5,3.2,41.4,392.9,212.3,135.7,7.2,355.3,104.5,127.9,19.5,251.9,275.6,179.4,256.4,711.4,221.7,54.2,88.3,5,20.9,390.1,-1.5,1.7,-6.5,0.5,95.2,0,0.1,89.5,0.2,1.5,1.1,11.2,2.4,16.3,276.8,85.1,361.9,2569.3
"Total GHG",2011,"Causeway Coast and Glens",73.5,6.1,0.9,35.7,116.3,42,18.8,4.2,65,13.3,6.7,3.7,23.7,109.8,2.2,229.9,341.9,174.1,0,225.4,5.3,4,408.8,-91.1,129.1,-134.1,428.9,57.5,-0.1,2.8,393.1,3.3,0.7,34.3,505,138.2,681.5,104.2,13.2,117.4,2147.6
"Total GHG",2011,"Derry City and Strabane",123.4,15.3,142.7,43.4,324.8,44.3,4.5,3.1,51.9,20.3,13.4,4.5,38.2,103.9,5.5,219.3,328.7,134.2,0,151.3,1,4.6,291.1,-45.6,45.4,-79.5,378.3,63,0,1.7,363.2,2.1,0.8,21.7,301.1,74.5,400.2,126.4,14.6,141,1939.1
"Total GHG",2011,"Fermanagh and Omagh",109.6,0,150.6,64.8,325,39.2,0,2.8,42,14.4,0,4.3,18.7,78.5,0,195.1,273.6,152.9,0,268.1,0,3.8,424.8,-161.6,32.6,-176.9,730,65.6,0,6.4,496.2,3,0,48.8,650.8,175.9,878.3,74.4,10.6,85,2543.6
"Total GHG",2011,"Lisburn and Castlereagh",73.9,16.1,16.5,49,155.5,34.4,15.2,4.1,53.7,15,15.1,4.9,35.1,105.5,39.5,190.9,335.9,158.3,78.8,98.7,3.4,2.5,341.7,-7.7,46.7,-58.6,3.7,55.8,0,0.5,40.4,1.5,1.6,13.8,174,41.9,232.9,72.9,72.1,145,1340.2
"Total GHG",2011,"Mid and East Antrim",129.5,37,12.1,166.4,345.1,37.3,41.1,3.4,81.8,10,48.5,3.3,61.8,110,18.4,199.8,328.2,153.2,17.5,145.2,3.8,4.8,324.5,-27,49.3,-81.3,139.7,54.2,0,1.4,136.3,2.5,1.4,20.4,332.1,74.5,430.9,87.1,14.2,101.3,1809.7
"Total GHG",2011,"Mid Ulster",157.8,0,257.5,109.7,525,31.1,0,4.6,35.7,7.2,0,3,10.2,99.8,0,222.2,322,184.5,12.4,231.8,0,3.4,432.1,-59.9,70.8,-160.1,371.7,56.8,0,3.3,282.6,2.6,0,41.6,641.4,158.7,844.3,73.1,16.6,89.7,2541.7
"Total GHG",2011,"Newry, Mourne and Down",100,1.7,0,62.3,164.1,35.9,3.3,4.9,44.1,10.9,1,4,15.9,132,0.9,272.9,405.9,262.9,0,202.8,1,4.7,471.4,-41.1,195,-143.8,86.2,61.9,-0.1,0.7,158.8,3.9,1.4,36.2,499.5,112,653,117.7,19.2,136.9,2050
"Total GHG",2011,"Ards and North Down",56.5,12.7,0.2,17.7,87.1,40.1,24.9,2.2,67.2,10.9,9.7,3.1,23.8,122.2,51.1,208.3,381.6,140.8,0,81.4,2.7,2.4,227.4,-7.9,146.4,-26.2,15.9,52.1,-0.1,-1.4,178.9,2.7,0.3,13.6,163.5,42.7,222.8,98,23.4,121.4,1310
"Total GHG",2011,"Northern Ireland",1449,228.4,606.6,695.7,2979.7,604.2,286.1,46,936.3,236.1,260.3,57.6,554,1403.2,330.2,2505.3,4238.8,1967.8,327,1837.2,29.5,65.8,4227.3,-476.7,852.9,-1089.8,2330.8,703.6,-0.6,19.3,2339.4,28.8,10.2,283,4028.7,993.9,5344.5,1193.7,335,1528.7,22148.7
"Total GHG",2012,"Antrim and Newtownabbey",142.8,10.4,0.7,36,189.8,33.2,28.7,2.8,64.7,11.9,28.3,2.9,43.1,125.5,34.6,189.8,349.9,137.9,97,103.9,3.3,11,353.2,-11.6,25.8,-62.2,26.2,59.9,0,4.8,43,1.5,0.2,16.1,208.5,41.5,267.8,71.8,24.7,96.5,1408
"Total GHG",2012,"Armagh City, Banbridge and Craigavon",196.7,66.6,11,51.6,325.8,54.3,16.9,6.1,77.3,17.6,12.7,4.3,34.6,184.9,4.1,328.4,517.4,244,65,231.8,3.9,4,548.7,-22.6,106.5,-160.6,150.6,83.4,-0.2,10.7,167.8,5.4,2.3,44.5,568,130.4,750.7,86.1,41.8,127.9,2550.2
"Total GHG",2012,"Belfast",286.2,65.3,1.7,36.1,389.3,213.4,139.4,7,359.8,105,131.4,18.4,254.8,311.7,202,250.1,763.8,218.1,53.6,87.4,5,21.8,385.8,-1.5,1.5,-6.4,0.5,94.2,0,1.1,89.5,0.2,1.5,1.3,10.8,2.3,16.1,233.2,86,319.1,2578.2
"Total GHG",2012,"Causeway Coast and Glens",72,6.5,0.9,32.9,112.3,41.1,19.9,3.9,64.9,13,7.1,3.7,23.9,133.1,2.3,231.3,366.7,172.8,0,219.4,5.3,3.8,401.3,-95.7,128.5,-133.2,428.8,58.6,-0.2,27.5,414.2,3.3,0.7,40.8,509.7,136.4,690.9,97.2,13,110.2,2184.5
"Total GHG",2012,"Derry City and Strabane",141.4,21.2,136.9,40.2,339.7,50.8,6.3,2.9,60,23.3,18.6,4.3,46.2,125.1,6.1,222.8,354,132.7,0,147.5,0.9,4.4,285.5,-47.9,44.5,-79.4,377.9,63.8,-0.1,15.2,374,2.4,1.1,25.7,305.9,74.2,409.4,94.9,14.3,109.1,1978
"Total GHG",2012,"Fermanagh and Omagh",117,0,145.9,56.3,319.3,41.8,0,2.7,44.5,15.4,0,4.5,19.8,98.7,0,194,292.7,151.6,0,261.5,0,3.7,416.8,-168.5,30.9,-176.6,730.2,67,-0.1,52.4,535.2,3.2,0,57.3,673.9,176.5,910.9,72.1,10.3,82.4,2621.7
"Total GHG",2012,"Lisburn and Castlereagh",75.5,13.2,18.2,42.6,149.5,35.2,12.4,3.8,51.4,15.4,12.4,4.6,32.3,122.5,40.1,189.3,352,156.6,77.9,96.7,3.4,2.4,337,-7.9,45.7,-58.6,3.7,56.4,-0.1,3.6,42.7,1.6,1.3,16.5,178.7,41.4,239.5,73.2,74,147.1,1351.6
"Total GHG",2012,"Mid and East Antrim",122.4,33.9,12,127,295.3,35.2,37.6,3.2,76,9.4,44.3,3.1,56.9,128.6,23.5,199.7,351.8,151.9,17.3,141.9,3.8,3.9,318.8,-28.1,48.5,-81.2,139.8,54.2,-0.1,9,142.2,2.4,1.3,23.9,333.3,74.9,435.7,79.6,13.8,93.4,1770.1
"Total GHG",2012,"Mid Ulster",162,0,248.9,90.4,501.2,31.9,0,4.3,36.2,7.4,0,3,10.4,121.7,0,223.1,344.8,183.1,12.3,226.2,0,3.3,424.9,-62.1,69,-160,372.8,57.8,-0.1,21.3,298.6,2.6,0,48.4,654.1,156.7,861.8,71.4,16,87.4,2565.4
"Total GHG",2012,"Newry, Mourne and Down",102,2.8,0,51.8,156.6,36.6,5.3,4.7,46.6,11.1,1.6,4.1,16.7,153.7,1.1,276,430.8,261,0,198.3,1,4.6,465,-42.7,194.8,-143,86.1,62.1,-0.4,13.7,170.7,4,2.2,43.5,513.7,112.4,675.9,123,18.3,141.3,2103.7
"Total GHG",2012,"Ards and North Down",58.2,21.4,0,14.5,94.1,41.3,42,2.1,85.4,11.3,16.3,3,30.6,144.5,60.2,206.3,410.9,139.2,0,80.2,2.7,2.3,224.5,-8.2,147.4,-25.3,15.9,50.3,-0.3,1.5,181.3,2.8,0.5,16.7,162.8,42.4,225.2,100.7,16,116.7,1368.7
"Total GHG",2012,"Northern Ireland",1476.1,241.2,576.3,579.4,2872.9,614.8,308.6,43.7,967,240.7,272.8,55.8,569.2,1650,374.1,2510.8,4534.9,1948.9,323,1794.9,29.4,65.3,4161.5,-496.8,843.2,-1086.6,2332.6,707.5,-1.6,160.7,2459,29.3,11.3,334.8,4119.5,989.2,5484.1,1103,328.2,1431.2,22480
"Total GHG",2013,"Antrim and Newtownabbey",138.7,10.6,0.7,42.6,192.6,32.2,29.4,3.1,64.7,11.6,29,2.6,43.2,118.8,36.8,202.9,358.5,135.5,95.4,101.2,3.4,11,346.6,-11.7,25.4,-63.5,24.9,57.5,0,0.9,33.5,1.5,0.2,15.8,199.7,42.8,260,64.1,30.5,94.6,1393.6
"Total GHG",2013,"Armagh City, Banbridge and Craigavon",200,70.7,10.7,66.7,348.1,55.2,18,6.5,79.7,17.8,13.5,3.8,35.2,175.5,5.7,356.5,537.7,239.6,64,225.7,3.9,4.1,537.3,-22.7,104.1,-163.7,149.4,79.8,-0.1,3.9,150.7,5.5,2.5,44.1,558.7,136.5,747.3,72.3,44.2,116.5,2552.6
"Total GHG",2013,"Belfast",279.3,69.6,3.1,38.6,390.6,208.3,148.7,7.2,364.2,102.5,140.1,17.2,259.9,294,221.8,260.1,775.9,214.1,52.7,85.2,5.1,23.8,380.8,-1.5,1.5,-6.7,0.5,92,0,0,85.8,0.2,1.7,1.2,11.2,2.6,16.9,177.5,91.8,269.3,2543.4
"Total GHG",2013,"Causeway Coast and Glens",71.4,7.3,0.9,41.3,120.9,40.8,22.4,4.1,67.3,12.9,8,3.4,24.3,127.2,2.9,247.6,377.7,169.6,0,213.6,5.4,4,392.6,-98.1,127.3,-135,427.8,56.6,-0.1,1.5,380.1,3.2,0.8,40.7,496.5,141.8,683,85.2,13.4,98.6,2144.5
"Total GHG",2013,"Derry City and Strabane",141.9,23,138.6,45.7,349.2,51,6.8,3,60.8,23.4,20.2,3.9,47.5,118.6,7.8,240.5,366.9,130.3,0,143.7,1,4.6,279.5,-49.4,44.2,-80.2,377.6,61.6,0,0.9,354.7,2.4,1.2,25.5,295.2,80.4,404.6,85.3,14.8,100,1963.3
"Total GHG",2013,"Fermanagh and Omagh",115.8,0,121.5,71.3,308.6,41.4,0,2.6,44,15.2,0,4.1,19.3,93.2,0,205.4,298.7,148.9,0,254.6,0,3.8,407.3,-172.6,29.7,-178.8,727.8,64.1,0,3,473.2,3.1,0,56.5,653,189.7,902.3,69.5,10.4,79.9,2533.3
"Total GHG",2013,"Lisburn and Castlereagh",74.2,14.4,17.2,50.2,156,34.6,13.5,4.1,52.2,15.1,13.5,4.3,32.9,114.6,42.3,199.9,356.7,153.7,76.7,94.2,3.5,2.5,330.5,-7.9,45.1,-60.2,3.7,54.3,0,0.9,35.8,1.6,1.5,16.4,175.9,43.4,238.7,66.2,79.1,145.3,1348.2
"Total GHG",2013,"Mid and East Antrim",123,27,12.1,153.3,315.4,35.4,30,3.4,68.7,9.5,35.4,2.9,47.7,121.4,25.2,212.4,359.1,149.1,17,138.2,3.9,3.9,312,-28.6,48.2,-82.2,139.1,52.4,0,0.9,129.8,2.4,1,23.6,324.9,77.9,429.8,74.5,13.9,88.4,1750.9
"Total GHG",2013,"Mid Ulster",166.7,0,250.2,112,528.9,32.9,0,4.4,37.3,7.6,0,2.6,10.3,116.7,0,238.6,355.2,179.8,12.1,220.3,0,3.4,415.6,-63.1,66.9,-162.7,369.9,55.7,-0.1,3.9,270.5,2.7,0,47.4,646,164.5,860.6,67.6,16.9,84.5,2562.9
"Total GHG",2013,"Newry, Mourne and Down",101.3,2.9,0,63.9,168.1,36.4,5.6,4.3,46.2,11,1.7,3.6,16.3,146.2,1.6,296.1,443.9,256.1,0,193.1,1,4.9,455.2,-42.9,194.8,-144.7,86.1,60,-0.2,0.4,153.5,4,2.3,43.8,506.6,116.9,673.7,121.7,18.4,140.1,2097.1
"Total GHG",2013,"Ards and North Down",56.2,19.9,0.1,16.4,92.5,39.8,38.9,2.2,81,10.9,15.1,2.8,28.7,135.2,62.4,217.6,415.3,136.7,0,78.1,2.8,2.4,220,-8.2,148.1,-25.2,15.9,49.6,-0.1,-1.2,178.9,2.7,0.5,17.2,162.9,43.7,227,96.3,13,109.3,1352.7
"Total GHG",2013,"Northern Ireland",1468.5,245.5,555.1,701.9,2971,607.9,313.3,45,966.2,237.5,276.5,51.3,565.3,1561.4,406.6,2677.5,4645.5,1913.5,317.8,1747.8,30,68.4,4077.5,-506.6,835.2,-1102.8,2322.7,683.6,-0.7,15.1,2246.5,29.3,11.6,332.4,4030.5,1040.2,5443.9,980.2,346.5,1326.7,22242.6
"Total GHG",2014,"Antrim and Newtownabbey",118.1,7.9,0.7,44.6,171.3,27.4,21.9,4.1,53.4,9.8,21.6,3.2,34.6,95,42.6,186,323.6,135.3,95.4,98.7,3.5,11,344,-11.6,25.5,-64.1,26.3,57,0,0.6,33.7,1.2,0.2,12.4,203,41.8,258.6,43.3,33.6,76.9,1296.1
"Total GHG",2014,"Armagh City, Banbridge and Craigavon",170.9,71.7,12.6,70,325.3,47.2,18.2,8.4,73.8,15.3,13.7,4.5,33.5,140.7,9.9,331.3,481.8,239.1,64,220.6,4.1,4,531.7,-22.8,103.1,-164.9,150.2,78.4,-0.1,4.5,148.3,4.7,2.5,35.5,583.3,135.3,761.4,26.3,49.5,75.8,2431.7
"Total GHG",2014,"Belfast",232.4,75.7,2.4,42.2,352.8,173.3,161.7,9.5,344.5,85.3,152.4,20.3,257.9,229.8,239.6,234.1,703.6,211.9,52.7,82.3,5.2,26.9,379,-1.5,1.6,-7,0.5,89.8,0,0,83.4,0.1,1.8,1,10.9,2.6,16.4,112.1,100.3,212.4,2350
"Total GHG",2014,"Causeway Coast and Glens",60.8,10.6,0.9,40.2,112.6,34.8,32.4,5.3,72.4,11,11.6,3.9,26.5,101.8,5.9,227.7,335.4,169.6,0,209.1,5.6,3.9,388.1,-98.4,129.4,-135,428,56.4,-0.1,0.9,381.3,2.8,1.2,32.5,512.1,139.7,688.2,50.1,14.2,64.3,2068.9
"Total GHG",2014,"Derry City and Strabane",119.1,19.8,136.2,43.4,318.6,42.8,5.9,3.9,52.5,19.6,17.4,4.7,41.7,91,12.3,221.5,324.9,129.7,0,140.2,1,4.7,275.6,-49.4,44.4,-80.3,377.1,61.3,0,1.1,354.2,2,1,20.2,298.5,77.8,399.6,43.2,15.9,59.1,1826.2
"Total GHG",2014,"Fermanagh and Omagh",96,0,122.3,68.1,286.4,34.3,0,3.7,38,12.6,0,4.5,17.1,74.7,0,187.6,262.3,148.7,0,249.1,0,3.8,401.6,-172.5,28.8,-179.5,728.9,62.9,0,2.8,471.3,2.6,0,44.9,659.7,178.4,885.6,44.3,11.3,55.7,2417.9
"Total GHG",2014,"Lisburn and Castlereagh",61.9,21.4,16.8,50.6,150.7,28.9,20.1,5.2,54.2,12.6,20.1,5.1,37.8,91.7,42.9,181.9,316.4,153.2,76.8,91.9,3.6,2.4,327.9,-7.9,45.1,-60.7,3.7,53.3,0,0.6,34.1,1.3,2.2,13.1,175.4,42.9,234.7,44.6,89,133.6,1289.4
"Total GHG",2014,"Mid and East Antrim",106.8,27.5,12,173.2,319.5,30.7,30.5,4.2,65.5,8.2,36,3.5,47.6,96.5,29.9,194.1,320.5,148.8,17,135,4,3.9,308.7,-28.7,49,-82.6,139.6,51.7,0,0.6,129.6,2.1,1,18.8,333,75,429.9,48.5,15.2,63.7,1684.9
"Total GHG",2014,"Mid Ulster",148.4,0,297.1,114.3,559.9,29.3,0,5.6,34.9,6.8,0,3.1,9.9,94,0,220.1,314,179.9,12.1,215.6,0,3.3,410.9,-63.2,66.2,-163.3,372.4,54.6,-0.1,3.1,269.8,2.4,0,37.7,667.4,161.4,868.9,40.7,19.4,60.1,2528.4
"Total GHG",2014,"Newry, Mourne and Down",86.1,4.3,0,64.8,155.2,30.9,8.2,5.7,44.8,9.3,2.5,4.3,16.1,117.5,3.2,272.5,393.1,256.2,0,189,1.1,5.2,451.5,-43.3,197.6,-144.8,86,59.3,-0.2,-0.5,154.1,3.4,3.5,35.4,508.6,113.4,664.1,68.4,20.2,88.7,1967.7
"Total GHG",2014,"Ards and North Down",47,18.4,0,18.1,83.5,33.4,36.1,2.8,72.3,9.1,14,3.3,26.4,108.6,70.8,197.8,377.2,136.2,0,76,2.9,2.4,217.6,-8.3,151.6,-24.6,15.9,49.1,-0.1,-1.7,181.8,2.3,0.4,14.1,169.3,45.2,231.3,64.1,13,77.1,1267.2
"Total GHG",2014,"Northern Ireland",1247.6,257.4,601.1,729.6,2835.7,512.9,335,58.4,906.3,199.7,289.2,60.4,549.3,1241.2,457.1,2454.6,4152.8,1908.7,317.9,1707.5,30.9,71.6,4036.6,-507.8,842.3,-1106.6,2328.7,673.8,-0.7,11.9,2241.7,24.9,13.8,265.5,4121.1,1013.5,5438.7,585.7,381.6,967.3,21128.3
"Total GHG",2015,"Antrim and Newtownabbey",103.1,9.7,0.7,38.9,152.3,23.9,26.7,3.1,53.8,8.6,26.4,1.9,36.9,79,48.9,186.2,314.1,133.7,94,94.9,3.5,11.7,337.8,-12.1,25.1,-63.9,25.6,57.7,0,0.6,33,1.1,0.2,15.8,207.9,41.3,266.3,57.1,33.6,90.7,1284.9
"Total GHG",2015,"Armagh City, Banbridge and Craigavon",153.2,83.2,11.5,60.1,308,42.3,21.1,4.9,68.3,13.7,15.9,2.8,32.4,115.9,12.3,335.9,464,236.2,63,212.2,4,4,519.5,-23.7,101,-164.6,149.5,79.1,0,2.7,143.9,4.2,2.9,44.9,598.7,137,787.7,34.8,50,84.8,2408.6
"Total GHG",2015,"Belfast",188.6,48.7,2.3,39.5,279,140.6,104,8.9,253.5,69.2,98,12.4,179.7,185.1,261.8,224.5,671.4,209,51.9,79.1,5.2,25.5,370.7,-1.6,1.6,-6.8,0.5,90.7,0,0,84.4,0.1,1.2,1.2,10.8,2.5,15.9,141.3,91.6,232.9,2087.5
"Total GHG",2015,"Causeway Coast and Glens",55.6,8,0.9,32.5,97.1,31.8,24.6,4,60.4,10,8.8,3,21.9,83.4,7.3,227.5,318.3,167.5,0,201.2,5.5,3.9,378.1,-103.9,131,-133.5,428.2,56.6,0,0.4,378.8,2.5,0.9,42.1,517.8,135.6,698.8,58.1,14.1,72.2,2025.5
"Total GHG",2015,"Derry City and Strabane",105.1,23.3,136.5,40.9,305.8,37.8,6.9,3.2,47.8,17.3,20.4,2.8,40.6,76.7,15.4,224.7,316.7,128.1,0,134.9,1,4.3,268.3,-52.2,44.6,-79.5,376.9,60.8,0,0.4,351,1.8,1.2,26.1,308.1,76.6,413.9,48.8,16.1,64.9,1809
"Total GHG",2015,"Fermanagh and Omagh",89.1,0,127,55.9,272,31.8,0,2.7,34.6,11.7,0,3.8,15.5,61.2,0,184.5,245.7,146.9,0,239.6,0,3.8,390.2,-181.5,27.5,-179.2,727.3,63.4,0,1.9,459.4,2.4,0,57.2,688.8,176,924.5,54.3,11.2,65.5,2407.4
"Total GHG",2015,"Lisburn and Castlereagh",63.3,34.2,16.8,46.5,160.8,29.5,32.1,3.6,65.2,12.9,32,3,47.9,80.5,51.2,178.8,310.5,151.2,75.6,88.4,3.6,2.5,321.2,-8.2,44.7,-60.2,3.7,53.8,0,0.6,34.5,1.3,3.5,17.1,176.8,43.1,241.9,54.6,89.4,143.9,1325.9
"Total GHG",2015,"Mid and East Antrim",95.9,27.4,12,160.9,296.3,27.6,30.5,3,61,7.4,35.9,2.1,45.4,79.8,34,192.9,306.7,147,16.7,129.8,4,4,301.5,-30.1,48.7,-82.6,143.1,51.5,0,0.5,131,1.9,1,23.8,339.4,74.1,440.1,58.9,14.8,73.8,1655.8
"Total GHG",2015,"Mid Ulster",138.7,0.1,394.4,97.6,630.8,27.4,0,3.7,31.1,6.3,0,2.1,8.4,75.6,0,218.3,293.9,177.7,11.9,207.3,0,3.3,400.3,-65.9,64.8,-162.9,372.2,54.9,0,2.2,265.2,2.3,0,47.1,685.8,161.9,897,48.4,19.5,67.9,2594.7
